# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_20	cds	31599	32399	+	OAKKFK_00613		Phosphate ABC transporter permease	SO:0001217, UniRef:UniRef50_E3EAH8
contig_20	cds	32396	33211	+	OAKKFK_00614	phnE	Phosphonate ABC transporter, permease protein PhnE	SO:0001217, UniRef:UniRef50_A0A7Z1N8X5
contig_20	cds	33340	34518	-	OAKKFK_00615		Phosphopentomutase	SO:0001217, UniRef:UniRef50_Q8DQD0
contig_20	cds	34546	34704	-	OAKKFK_00616		hypothetical protein	
contig_21	cds	270	425	+	OAKKFK_00617		hypothetical protein	PFAM:PF00746.26
contig_22	cds	127	444	-	OAKKFK_00618		MPN domain-containing protein	SO:0001217, UniRef:UniRef50_B1GVC8
contig_22	cds	465	971	-	OAKKFK_00619		Transposase	SO:0001217, UniRef:UniRef50_A0A6B9V013
contig_22	cds	989	1300	-	OAKKFK_00620		Pyridoxal phosphate-dependent enzyme	SO:0001217, UniRef:UniRef50_A0A0H2VE41
contig_22	cds	1302	1394	-	OAKKFK_00621		hypothetical protein	SO:0001217, UniRef:UniRef50_Q5HK49
contig_22	cds	1387	1737	-	OAKKFK_00622		hypothetical protein	PFAM:PF06106.16, SO:0001217, UniRef:UniRef50_A0A0H2VDZ4
contig_22	cds	2255	3883	-	OAKKFK_00623		Transposon tn552 dna-invertase binr	SO:0001217, UniRef:UniRef50_M1XHI0
contig_22	cds	3905	5254	-	OAKKFK_00624	recA	Recombinase RecA	SO:0001217, UniRef:UniRef50_A0A1S2MMY8
contig_22	cds	5488	7281	-	OAKKFK_00625		DUF927 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0H2VE26
contig_22	cds	7281	7577	-	OAKKFK_00626		DUF1413 domain-containing protein	SO:0001217, UniRef:UniRef50_A0AAP7LSJ4
contig_22	cds	7770	8816	-	OAKKFK_00627		ATP-binding protein	SO:0001217, UniRef:UniRef50_Q5HK57
contig_22	cds	9067	9444	-	OAKKFK_00628		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A371PNG7
contig_22	ncRNA	9166	9263	+	OAKKFK_00629	rli23	Listeria snRNA rli23	RFAM:RF01458, SO:0000655
contig_22	cds	9556	9909	-	OAKKFK_00630		hypothetical protein	PFAM:PF13276.12
contig_22	cds	9894	10208	-	OAKKFK_00631	tnp	IS3 family ISSau4 transposase ORF A	IS:ISSau4, SO:0001217, UniRef:UniRef50_A0A3Q0NAS4
contig_22	cds	10719	11621	-	OAKKFK_00632	arcD	Arginine/ornithine antiporter ArcD	SO:0001217, UniRef:UniRef50_A0A380DR79
contig_22	cds	12367	13062	-	OAKKFK_00633	kdpE	Transcriptional regulatory protein KdpE	SO:0001217, UniRef:UniRef50_Q2FWH6
contig_22	cds	13037	15706	-	OAKKFK_00634	kdpD	Sensor histidine kinase KdpD	SO:0001217, UniRef:UniRef50_Q2FWH7
contig_22	cds	15974	17650	+	OAKKFK_00635		Potassium-transporting ATPase potassium-binding subunit	SO:0001217, UniRef:UniRef50_O32327
contig_22	cds	17669	19690	+	OAKKFK_00636		Potassium-transporting ATPase ATP-binding subunit 2	SO:0001217, UniRef:UniRef50_P63683
contig_22	cds	19706	20263	+	OAKKFK_00637	kdpC	Potassium-transporting ATPase KdpC subunit	SO:0001217, UniRef:UniRef50_Q4LAI1
contig_22	cds	20808	21677	-	OAKKFK_00638		Cch helix turn helix domain-containing protein	SO:0001217, UniRef:UniRef50_Q5HK66
contig_22	cds	21687	22583	-	OAKKFK_00639		DUF927 domain-containing protein	SO:0001217, UniRef:UniRef50_Q5HK67
contig_22	cds	23021	23170	+	OAKKFK_00640		hypothetical protein	
contig_22	cds	23702	24328	-	OAKKFK_00641		hypothetical protein	SO:0001217, UniRef:UniRef50_Q5HK70
contig_22	cds	24443	25951	+	OAKKFK_00642		Protein kinase domain-containing protein	SO:0001217, UniRef:UniRef50_Q5HK71
contig_22	cds	26538	28283	+	OAKKFK_00643		TIGR04141 family sporadically distributed protein	SO:0001217, UniRef:UniRef50_Q2G2E9
contig_22	ncRNA	28721	28935	+	OAKKFK_00644	S35	Staphylococcus sRNA 35 (srn_0335)	RFAM:RF02894, SO:0000655
contig_22	cds	29227	29982	-	OAKKFK_00645		putative membrane transporter protein	SO:0001217, UniRef:UniRef50_A0A0H2G7M4
contig_22	cds	29982	30242	-	OAKKFK_00646	cstR	persulfide-sensing transcriptional repressor CstR	BlastRules:WP_001105087, SO:0001217, UniRef:UniRef50_Q9XBC0
contig_22	cds	30379	31443	+	OAKKFK_00647	cstA	persulfide response sulfurtransferase CstA	BlastRules:WP_001837745, SO:0001217, UniRef:UniRef50_B9DJV1
contig_22	cds	31474	32808	+	OAKKFK_00648	cstB	persulfide dioxygenase-sulfurtransferase CstB	BlastRules:WP_000465472, SO:0001217, UniRef:UniRef50_G5ELA4
contig_22	cds	32827	34020	+	OAKKFK_00649	sqr	type II sulfide:quinone oxidoreductase Sqr	BlastRules:WP_001033018, SO:0001217, UniRef:UniRef50_A0A1D4R4A9
contig_23	ncRNA	1	225	-	OAKKFK_00650	S35	(3' truncated) Staphylococcus sRNA 35 (srn_0335)	RFAM:RF02894, SO:0000655
contig_23	cds	365	994	-	OAKKFK_00651		DUF4887 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G034
contig_23	ncRNA	1425	1548	-	OAKKFK_00652	rsaH	RNA Staph. aureus H	RFAM:RF01821, SO:0000655
contig_23	cds	1730	2599	+	OAKKFK_00653		Epimerase family protein SAOUHSC_00792	SO:0001217, UniRef:UniRef50_Q2G035
contig_23	cds	2842	3429	-	OAKKFK_00654		ATP-dependent Clp protease proteolytic subunit	SO:0001217, UniRef:UniRef50_A0A841T617
contig_23	tRNA	3616	3687	+	OAKKFK_00655	trnR	(pseudo) tRNA-Arg(ccg)	SO:0001036
contig_23	cds	3993	4937	-	OAKKFK_00656	whiA	putative cell division protein WhiA	SO:0001217, UniRef:UniRef50_O06975
contig_23	cds	5048	6043	-	OAKKFK_00657		Gluconeogenesis factor	SO:0001217, UniRef:UniRef50_A0A0U1MHM9
contig_23	cds	6040	6951	-	OAKKFK_00658		Nucleotide-binding protein SAOUHSC_00787	SO:0001217, UniRef:UniRef50_Q2G039
contig_23	ncRNA	7094	7346	-	OAKKFK_00659	S35	Staphylococcus sRNA 35 (srn_0335)	RFAM:RF02894, SO:0000655
contig_23	cds	7661	8596	-	OAKKFK_00660		Thioredoxin reductase	SO:0001217, UniRef:UniRef50_P80880
contig_23	cds	8663	10102	-	OAKKFK_00661		TPR domain protein	SO:0001217, UniRef:UniRef50_A0A2T4LUS3
contig_23	cds	10110	10595	-	OAKKFK_00662		Putative acetyltransferase SACOL0827	SO:0001217, UniRef:UniRef50_Q5HHQ6
contig_23	cds	10603	11442	-	OAKKFK_00663		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	SO:0001217, UniRef:UniRef50_A0AAE5W7Y9
contig_23	cds	11448	12380	-	OAKKFK_00664		HPr kinase/phosphorylase	SO:0001217, UniRef:UniRef50_O34483
contig_23	ncRNA	12513	12783	-	OAKKFK_00665	S35	Staphylococcus sRNA 35 (srn_0335)	RFAM:RF02894, SO:0000655
contig_23	cds	13044	15890	-	OAKKFK_00666		UvrABC system protein A	SO:0001217, UniRef:UniRef50_Q99Y84
contig_23	cds	15898	17883	-	OAKKFK_00667		UvrABC system protein B	SO:0001217, UniRef:UniRef50_Q837R9
contig_23	cds	18152	18388	-	OAKKFK_00668		DUF2198 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G051
contig_23	cds	18385	19035	-	OAKKFK_00669		Putative phosphohydrolase	SO:0001217, UniRef:UniRef50_A0A239ZXJ0
contig_23	cds	19209	20048	-	OAKKFK_00670		putative autolysin LDP	SO:0001217, UniRef:UniRef50_Q2G278
contig_23	cds	20457	21449	-	OAKKFK_00671		Peptide chain release factor 2	SO:0001217, UniRef:UniRef50_P28367
contig_23	cds	21882	24413	-	OAKKFK_00672	secA	Protein translocase subunit SecA	SO:0001217, UniRef:UniRef50_B9EAE8
contig_23	cds	24827	25399	-	OAKKFK_00673		Ribosome hibernation promotion factor	SO:0001217, UniRef:UniRef50_P28368
contig_23	cds	25460	26134	-	OAKKFK_00674	comF	ComF family protein	SO:0001217, UniRef:UniRef50_Q2G056
contig_23	cds	26127	27209	-	OAKKFK_00675		DNA/RNA helicase	SO:0001217, UniRef:UniRef50_A0A151A6Y3
contig_23	cds	27573	28439	-	OAKKFK_00676		hypothetical protein	
contig_23	cds	28583	29224	+	OAKKFK_00677	yigZ	YigZ family protein	SO:0001217, UniRef:UniRef50_Q2G059
contig_23	cds	29389	30444	-	OAKKFK_00678		Phospho-N-acetylmuramyl-pentapeptide-transferase	SO:0001217, UniRef:UniRef50_B9DK13
contig_23	cds	30762	31832	+	OAKKFK_00679		Uncharacterized membrane protein SERP0413	SO:0001217, UniRef:UniRef50_Q5HQY3
contig_23	cds	32028	32789	+	OAKKFK_00680		Threonine/serine exporter-like N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A151A6W2
contig_23	cds	32807	33301	+	OAKKFK_00681	thrE	Threonine/Serine exporter ThrE domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G063
contig_23	cds	33315	34541	+	OAKKFK_00682		Peptidase T	SO:0001217, UniRef:UniRef50_Q8R922
contig_23	cds	34728	35852	-	OAKKFK_00683		Glycerate 2-kinase	SO:0001217, UniRef:UniRef50_A0A6N3ELY9
contig_23	cds	36276	36596	-	OAKKFK_00684	ytxJ	Bacillithiol system redox-active protein YtxJ	SO:0001217, UniRef:UniRef50_Q2G066
contig_23	cds	36750	37628	-	OAKKFK_00685		EMYY motif lipoprotein	SO:0001217, UniRef:UniRef50_A0A653Z4B0
contig_23	cds	37748	38266	+	OAKKFK_00686	grpB	GrpB family protein	SO:0001217, UniRef:UniRef50_Q5HQZ0
contig_23	cds	38393	39316	+	OAKKFK_00687		UDP-N-acetylenolpyruvoylglucosamine reductase	SO:0001217, UniRef:UniRef50_A4ILI2
contig_23	cds	39334	39648	+	OAKKFK_00688		CHY-type domain-containing protein	SO:0001217, UniRef:UniRef50_S2Y7P6
contig_23	cds	39965	40993	-	OAKKFK_00689		Iron ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A239ZZP9
contig_23	cds	41112	41873	-	OAKKFK_00690	fatE	Petrobactin import ATP-binding protein FatE	SO:0001217, UniRef:UniRef50_Q81XB3
contig_23	cds	41870	42826	-	OAKKFK_00691		Iron (Fe+3) ABC superfamily ATP binding cassette transporter, membrane protein	SO:0001217, UniRef:UniRef50_W8TNI3
contig_23	cds	42813	43826	-	OAKKFK_00692	yclN	Petrobactin import system permease protein YclN	SO:0001217, UniRef:UniRef50_P94418
contig_23	cds	44159	45130	-	OAKKFK_00693		ribonucleoside-diphosphate reductase	SO:0001217, UniRef:UniRef50_Q5HMW6
contig_23	cds	45248	47353	-	OAKKFK_00694		Ribonucleoside-diphosphate reductase	SO:0001217, UniRef:UniRef50_A0A9Q9FET9
contig_23	cds	47316	47714	-	OAKKFK_00695	nrdI	Protein NrdI	SO:0001217, UniRef:UniRef50_Q2G079
contig_23	cds	48515	49381	+	OAKKFK_00696	eamA	EamA domain-containing protein	SO:0001217, UniRef:UniRef50_S2XME9
contig_23	cds	49401	49901	+	OAKKFK_00697		NADPH-dependent 7-cyano-7-deazaguanine reductase	SO:0001217, UniRef:UniRef50_R7ZDQ6
contig_23	cds	50242	51747	+	OAKKFK_00698	yclF	Uncharacterized transporter YclF	SO:0001217, UniRef:UniRef50_A0A653Z3A8
contig_23	cds	52017	52934	+	OAKKFK_00699		Putative lipid kinase SAR0780	SO:0001217, UniRef:UniRef50_Q6GIR5
contig_23	ncRNA	53295	53517	+	OAKKFK_00700	S35	Staphylococcus sRNA 35 (srn_0335)	RFAM:RF02894, SO:0000655
contig_23	cds	53813	54355	-	OAKKFK_00701		Putative 5'(3')-deoxyribonucleotidase	SO:0001217, UniRef:UniRef50_Q5HR07
contig_23	ncRNA	54491	54702	-	OAKKFK_00702	S35	Staphylococcus sRNA 35 (srn_0335)	RFAM:RF02894, SO:0000655
contig_23	cds	54694	55752	-	OAKKFK_00703		Histidinol-phosphate aminotransferase	SO:0001217, UniRef:UniRef50_Q2G087
contig_23	cds	55992	57506	-	OAKKFK_00704		putative ergothioneine transporter EgtUBC	SO:0001217, UniRef:UniRef50_A0A0H2XK79
contig_23	cds	57499	58476	-	OAKKFK_00705		ABC transporter domain-containing protein	SO:0001217, UniRef:UniRef50_S2YNZ1
contig_23	cds	58698	60479	-	OAKKFK_00706	recQ	DNA helicase RecQ	SO:0001217, UniRef:UniRef50_Q2G090
contig_23	cds	60491	62368	-	OAKKFK_00707		ABC transporter domain-containing protein	SO:0001217, UniRef:UniRef50_S2Y7N2
contig_23	cds	62644	64584	-	OAKKFK_00708	ltaS	polyglycerol-phosphate lipoteichoic acid synthase LtaS	BlastRules:WP_000098285, SO:0001217, UniRef:UniRef50_A0A9X0PEX5
contig_23	cds	65058	66062	-	OAKKFK_00709		Carboxyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G094
contig_23	cds	66046	66756	-	OAKKFK_00710	pxpB	5-oxoprolinase subunit PxpB	SO:0001217, UniRef:UniRef50_A0A143PAI6
contig_23	ncRNA	66905	66984	+	OAKKFK_00711	sau-66	Staphylococcus sRNA sau-66	RFAM:RF02395, SO:0000655
contig_23	cds	67116	67724	-	OAKKFK_00712		Para-aminobenzoate synthase component I	SO:0001217, UniRef:UniRef50_A0A380H6Y2
contig_23	cds	67724	68875	-	OAKKFK_00713		Aminodeoxychorismate synthase component I	SO:0001217, UniRef:UniRef50_A0A418IG77
contig_23	cds	68859	69452	-	OAKKFK_00714		Glutamine amidotransferase class-I protein	SO:0001217, UniRef:UniRef50_A0A2T7BWH4
contig_23	cds	69803	70471	+	OAKKFK_00715		7-cyano-7-deazaguanine synthase	SO:0001217, UniRef:UniRef50_O31675
contig_23	cds	70473	70892	+	OAKKFK_00716		6-carboxy-5,6,7,8-tetrahydropterin synthase	SO:0001217, UniRef:UniRef50_O31676
contig_23	cds	70896	71609	+	OAKKFK_00717		7-carboxy-7-deazaguanine synthase	SO:0001217, UniRef:UniRef50_Q81G67
contig_23	cds	71708	72292	+	OAKKFK_00718		hypothetical protein	SO:0001217, UniRef:UniRef50_Q2G2F9
contig_23	cds	72572	73012	+	OAKKFK_00719		hypothetical protein	PFAM:PF10517.14
contig_23	cds	73355	73828	+	OAKKFK_00720	doxX	DoxX family protein	SO:0001217, UniRef:UniRef50_Q2G2G1
contig_23	cds	73803	74489	+	OAKKFK_00721	saeR	response regulator transcription factor SaeR	BlastRules:WP_000149344, BlastRules:WP_001830352, SO:0001217, UniRef:UniRef50_Q2G2G2
contig_23	cds	74489	75544	+	OAKKFK_00722	saeS	two-component system sensor histidine kinase SaeS	BlastRules:WP_000244412, SO:0001217, UniRef:UniRef50_Q2G2U1
contig_23	cds	75616	76599	-	OAKKFK_00723	csbB	lipoteichoic acid-specific glycosylation protein CsbB	BlastRules:WP_000702782, SO:0001217, UniRef:UniRef50_B9DKD4
contig_23	cds	76731	77570	-	OAKKFK_00724		Glyoxal reductase	SO:0001217, UniRef:UniRef50_A0A7U7PXK1
contig_23	cds	77792	79141	-	OAKKFK_00725		Hemolysins	SO:0001217, UniRef:UniRef50_A0A380G318
contig_23	cds	79362	80543	-	OAKKFK_00726		N-acetylglucosamine-6-phosphate deacetylase	SO:0001217, UniRef:UniRef50_A0A0D6G8V3
contig_23	cds	80851	82809	-	OAKKFK_00727		PTS system fructose-specific EIIABC component	SO:0001217, UniRef:UniRef50_A0A090ISS2
contig_23	cds	82815	83735	-	OAKKFK_00728		Tagatose-6-phosphate kinase	SO:0001217, UniRef:UniRef50_Q9KWK1
contig_23	cds	83732	84496	-	OAKKFK_00729		HTH deoR-type domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G240
contig_23	cds	84746	85228	-	OAKKFK_00730		YbaK/EbsC family protein	SO:0001217, UniRef:UniRef50_UPI000A01BB7F
contig_23	cds	85402	85854	-	OAKKFK_00731		Lipoprotein	SO:0001217, UniRef:UniRef50_Q2G0A1
contig_23	cds	86147	87313	-	OAKKFK_00732	norA	Quinolone resistance protein NorA	SO:0001217, UniRef:UniRef50_P0A0J4
contig_23	cds	87522	87944	+	OAKKFK_00733		PPC domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G0A3
contig_23	cds	88130	88747	+	OAKKFK_00734		DUF1361 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G0A4
contig_23	cds	88744	89028	+	OAKKFK_00735		DUF3995 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2T4Q280
contig_23	cds	89183	90556	-	OAKKFK_00736		DNA photolyase family protein	SO:0001217, UniRef:UniRef50_A0A0E7MV68
contig_23	cds	90642	92195	-	OAKKFK_00737	sdcS	Sodium-dependent dicarboxylate transporter SdcS	SO:0001217, UniRef:UniRef50_R5BXF3
contig_23	cds	92478	92765	-	OAKKFK_00738		hypothetical protein	SO:0001217, UniRef:UniRef50_Q2G0A8
contig_23	cds	92800	93708	-	OAKKFK_00739		NADP-dependent oxidoreductase domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G0A9
contig_23	cds	93811	94737	-	OAKKFK_00740	cobW	CobW C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_G5JL55
contig_23	cds	94964	95407	+	OAKKFK_00741	mgrA	HTH-type transcriptional regulator MgrA	BlastRules:WP_001283444
contig_23	cds	95534	97207	-	OAKKFK_00742		ABC transporter	SO:0001217, UniRef:UniRef50_A0A4U9TIQ0
contig_23	cds	97204	98835	-	OAKKFK_00743		ABC transporter ATP-binding protein/permease	SO:0001217, UniRef:UniRef50_A0A0H2VEV6
contig_23	cds	99054	99929	+	OAKKFK_00744		Undecaprenyl-diphosphatase	SO:0001217, UniRef:UniRef50_P94507
contig_23	cds	100101	100784	+	OAKKFK_00745		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0E1X7T8
contig_23	cds	100787	101245	+	OAKKFK_00746		UPF0178 protein SAOUHSC_00689	SO:0001217, UniRef:UniRef50_Q2G0B6
contig_23	cds	101247	101813	+	OAKKFK_00747		Cytokinin riboside 5'-monophosphate phosphoribohydrolase	SO:0001217, UniRef:UniRef50_A0A9X5XNB6
contig_23	cds	101909	102451	-	OAKKFK_00748		Acetyltransferase, GNAT family	SO:0001217, UniRef:UniRef50_A0A0U1MFJ7
contig_23	cds	102531	102830	-	OAKKFK_00749		Phage protein	SO:0001217, UniRef:UniRef50_A0A240BWH3
contig_23	cds	102968	103363	-	OAKKFK_00750		Lipoprotein	SO:0001217, UniRef:UniRef50_G5JIS8
contig_23	cds	103430	103873	-	OAKKFK_00751		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G0C1
contig_23	cds	104000	104689	+	OAKKFK_00752		DUF1129 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G0C2
contig_23	cds	104788	105276	-	OAKKFK_00753		DUF456 domain-containing protein	SO:0001217, UniRef:UniRef50_Q49VL7
contig_23	cds	105273	106565	-	OAKKFK_00754		Major facilitator superfamily (MFS) profile domain-containing protein	SO:0001217, UniRef:UniRef50_B9EA75
contig_23	cds	106625	107491	-	OAKKFK_00755		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G0C6
contig_23	cds	107607	108251	-	OAKKFK_00756		DUF402 domain-containing protein	SO:0001217, UniRef:UniRef50_Q5HR66
contig_23	cds	108604	109077	-	OAKKFK_00757		DUF985 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G0C9
contig_23	cds	109077	109793	-	OAKKFK_00758	yeeN	putative transcriptional regulatory protein YeeN	SO:0001217, UniRef:UniRef50_P0A8A2
contig_23	cds	109983	110408	-	OAKKFK_00759	sarX	HTH-type transcriptional regulator SarX	SO:0001217, UniRef:UniRef50_Q2G0D1
contig_23	cds	110488	112638	-	OAKKFK_00760		HTH araC/xylS-type domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G0D2
contig_23	cds	113335	113979	-	OAKKFK_00761		Transporter	SO:0001217, UniRef:UniRef50_Q2G0D3
contig_23	cds	114340	115137	+	OAKKFK_00762		putative autolysin SsaALP	SO:0001217, UniRef:UniRef50_Q2G0D4
contig_23	cds	115725	116732	-	OAKKFK_00763		Phosphate transporter	SO:0001217, UniRef:UniRef50_S2XTX6
contig_23	cds	116748	117365	-	OAKKFK_00764		DUF47 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A919WW74
contig_23	cds	118088	119977	-	OAKKFK_00765	vraG	ABC transporter permease VraG	BlastRules:WP_000143623, BlastRules:WP_002457535, SO:0001217, UniRef:UniRef50_Q4L484
contig_23	cds	119967	120728	-	OAKKFK_00766	vraF	ABC transporter ATP-binding protein VraF	BlastRules:WP_001637630, BlastRules:WP_020363729, SO:0001217, UniRef:UniRef50_O34697
contig_23	cds	120872	121912	-	OAKKFK_00767	graS	histidine kinase GraS/ApsS	BlastRules:WP_001061252, BlastRules:WP_002468453, SO:0001217, UniRef:UniRef50_Q8NXR5
contig_23	cds	121905	122579	-	OAKKFK_00768	graR	response regulator transcription factor GraR/ApsR	BlastRules:WP_001166505, BlastRules:WP_001832046, SO:0001217, UniRef:UniRef50_A0A3A0W482
contig_23	cds	122595	123518	-	OAKKFK_00769	graX	auxiliary protein GraX/ApsX	BlastRules:WP_000802946, BlastRules:WP_001832033, SO:0001217, UniRef:UniRef50_Q2G0E1
contig_23	cds	123631	124137	+	OAKKFK_00770		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G0E2
contig_23	cds	124346	124774	-	OAKKFK_00771		Cytosolic protein	SO:0001217, UniRef:UniRef50_A0A7U7JT75
contig_23	cds	125103	126146	-	OAKKFK_00772		Lipase	SO:0001217, UniRef:UniRef50_A0A240BV45
contig_23	cds	126297	127364	-	OAKKFK_00773		Branched-chain amino acid transport system carrier protein	SO:0001217, UniRef:UniRef50_K9AMJ6
contig_23	cds	127821	128318	-	OAKKFK_00774		Immunity protein 30 domain-containing protein	SO:0001217, UniRef:UniRef50_S2YNQ8
contig_23	cds	128434	128796	-	OAKKFK_00775		phosphoenolpyruvate--glycerone phosphotransferase	SO:0001217, UniRef:UniRef50_A0A2T4MIK7
contig_23	cds	128789	129373	-	OAKKFK_00776	dhaL	Dihydroxyacetone kinase, DhaL subunit	SO:0001217, UniRef:UniRef50_A0A380G5G0
contig_23	cds	129415	130383	-	OAKKFK_00777	dhaK	Dihydroxyacetone kinase subunit DhaK	SO:0001217, UniRef:UniRef50_A0A174JHQ4
contig_23	cds	130617	131633	-	OAKKFK_00778		Ferrichrome transport permease	SO:0001217, UniRef:UniRef50_B9DKA5
contig_23	cds	131630	132634	-	OAKKFK_00779		Ferrichrome transport permease	SO:0001217, UniRef:UniRef50_B9E9G3
contig_23	cds	132670	133467	-	OAKKFK_00780	fhuC	Iron(3+)-hydroxamate import ATP-binding protein FhuC	SO:0001217, UniRef:UniRef50_A0A0E4HC55
contig_23	cds	133749	134582	-	OAKKFK_00781		DUF2179 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G2E2
contig_23	ncRNA	134781	134957	+	OAKKFK_00782	rsaD	RNA Staph. aureus D	RFAM:RF01819, SO:0000655
contig_23	cds	135107	136336	-	OAKKFK_00783		hypothetical protein	
contig_23	cds	136693	138420	-	OAKKFK_00784		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_Q2G2E5
contig_23	cds	138841	140136	+	OAKKFK_00785		Penicillin binding protein 4	SO:0001217, UniRef:UniRef50_A0A240BV55
contig_23	cds	140253	140651	-	OAKKFK_00786		Glycerol-3-phosphate cytidylyltransferase	SO:0001217, UniRef:UniRef50_A0A0B8RDK0
contig_23	cds	140714	141775	-	OAKKFK_00787	tagX	Putative glycosyltransferase TagX	SO:0001217, UniRef:UniRef50_O05154
contig_23	cds	141772	142875	-	OAKKFK_00788		Teichoic acid glycerol-phosphate primase	SO:0001217, UniRef:UniRef50_Q2G2X4
contig_23	cds	142974	143786	-	OAKKFK_00789	tagG	teichoic acids export ABC transporter permease subunit TagG	BlastRules:WP_001273058, BlastRules:WP_003227928, SO:0001217, UniRef:UniRef50_B9DKC2
contig_23	cds	144133	144927	+	OAKKFK_00790	tagH	Teichoic acids export ATP-binding protein TagH	SO:0001217, UniRef:UniRef50_Q2G2L1
contig_23	cds	144988	145752	-	OAKKFK_00791		N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase	SO:0001217, UniRef:UniRef50_Q2G2L3
contig_23	cds	145988	146740	+	OAKKFK_00792		M50 family metallopeptidase	SO:0001217, UniRef:UniRef50_Q2G2K9
contig_23	cds	146820	147464	-	OAKKFK_00793		Manganese transport regulator	SO:0001217, UniRef:UniRef50_Q5HRA0
contig_23	cds	147586	148329	+	OAKKFK_00794		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A240BUN7
contig_23	cds	148323	149159	+	OAKKFK_00795	mntC	Manganese transport system membrane protein mntC	SO:0001217, UniRef:UniRef50_S2XTU7
contig_23	cds	149156	150085	+	OAKKFK_00796		Manganese ABC transporter substrate-binding lipoprotein	SO:0001217, UniRef:UniRef50_S2YNP1
contig_23	ncRNA	150478	150917	+	OAKKFK_00797	rsaC	RNA Staph. aureus C	RFAM:RF01818, SO:0000655
contig_23	ncRNA	151139	151196	-	OAKKFK_00798	sau-5949	Staphylococcus sRNA sau-5949	RFAM:RF02396, SO:0000655
contig_24	rRNA	25	139	+	OAKKFK_00799	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
contig_24	cds	664	2046	-	OAKKFK_00800		HTH gntR-type domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G0Q2
contig_24	cds	2150	3037	+	OAKKFK_00801	pdxS	pyridoxal 5'-phosphate synthase subunit PdxS	BlastRules:WP_003247145, EC:4.3.3.6, SO:0001217, UniRef:UniRef50_P37527
